d (Mpc),y (Mpc)
-308.6066414233489,-127.0729317272307
-367.011287458285,-151.36177544118965
-370.2845048520032,-151.7770445095466
-306.57822700640963,-126.1703334298066
-303.6124748951176,-127.73295461102197
-306.8526902224989,-129.20084451255164
-368.2530430240869,-155.37231467658142
-304.585512127893,-128.7578553333548
-371.71713431037307,-159.84122759705832
-290.0933449988159,-134.02513304440788
-289.2157519538958,-133.64047317616013
-283.2749192000534,-128.89878469883794
-282.76099870247424,-131.91352024515797
-283.3631162949294,-131.84580333927187
-280.8032509335166,-131.18303082056852
-295.2602056286901,-133.16036642503644
-368.72947589558567,-168.74422374807864
-298.90957723431285,-134.50651228069498
-304.85123877494465,-133.61440033185733
-208.5634820276555,-91.22129247166217
-371.6752563295576,-160.42596464213605
-372.60852747490026,-160.69145907056108
-306.84687240047475,-129.99691645365368
-304.9637968334906,-128.10612194045203
-253.87213054436555,-106.03085365778475
-304.403333500439,-134.38807104960003
-301.12095798872315,-130.60317171714934
-304.91074982023815,-135.3544407073182
-299.38929443076177,-132.96032821245154
-369.97324111252584,-162.37103025129446
-283.21356376981146,-124.20323431086547
-369.6105277052999,-164.07287822211975
-302.44745638051063,-136.766013596365
-299.1025279301451,-136.27143992368605
-373.9047681553598,-170.07857551777116
-276.46013456944837,-128.20009805244894
-369.9420220407019,-171.41664745830917
-374.4868715992413,-175.87876359960669
-369.38577939812285,-170.70341288001288
-275.95918275161387,-129.53783632523707
-284.6125882492553,-146.83736292785716
-297.0130741987933,-149.07555213585096
-285.5337238994855,-145.0442162075091
-285.5971231452882,-141.1468641246051
-285.5995940419302,-139.80822790341304
-271.88910417600204,-130.62568832000002
-307.6696116117478,-148.69948399290692
-288.67639008232544,-139.51641367293
-306.33189876952184,-147.42789084312352
-284.87308076451393,-136.43737255600126
-287.09661297956166,-136.98753973856378
-281.30764465071564,-133.49429914097533
-289.3175664489443,-137.87061285517126
-289.85852529713543,-136.27923955867996
-287.7452854577073,-136.8366002404162
-289.6713852066895,-135.44281149632445
-218.92383988191858,-102.16551499647257
-296.3634943961309,-136.44877057233757
-286.8433542137934,-139.85071673360443
-304.6399437481737,-147.9168316746409
-285.1621573434643,-141.15088549079212
-285.4082332604895,-141.14814059919985
-282.58575833057273,-140.82073603176482
-300.75774067558194,-149.32940808675158
-275.15639848696657,-139.52880071315874
-284.4263646127687,-142.7713221090697
-327.07008223742844,-165.01609418256123
-276.4671639250142,-140.77011040296836
-285.75353979547685,-145.56974675961337
-283.0746502313759,-145.7487261231932
-281.33283273734304,-144.42150961622954
-181.7002250125825,-92.42642673227074
-279.7030219092382,-145.17011009962508
-247.16784950912944,-126.89026588847365
-276.07041676907403,-142.59200633562332
-278.58537350012136,-145.36106340310698
-276.5772205713488,-142.6303683812921
-272.9868992678833,-141.26503661858206
-281.13552002422057,-145.23289278648306
-350.0458573718319,-195.93662865065735
-276.57310754998014,-152.2403002733052
-295.8641165569089,-162.2880194929671
-281.1080798322976,-149.34675873984145
-272.31200113810957,-147.05530628262454
-284.1649586330498,-149.1205568215843
-262.08864293420766,-136.48288071790705
-282.7623215269112,-143.19444517121025
-283.56374948353897,-141.40145204207565
-293.0261439614783,-147.07429177893002
-294.4268230374676,-148.54441316533553
-288.93291981691885,-149.57976042362552
-282.98915887342713,-144.14151383833547
-285.0451995607714,-145.45767084808858
-362.98494199210637,-185.41189635141782
-281.5890102579567,-143.60909729224855
-283.8611114392329,-147.0568448316949
-289.0726544947883,-149.7274344240482
-282.92003814405035,-144.94119591028402
-277.74319073513385,-143.236191046175
-284.9976176477415,-146.07584373788336
-279.9694208560591,-143.71531047794372
-280.721825001209,-145.95919857595098
-272.64859827122734,-144.56291046292145
-272.6031891421182,-143.62094819860485
-296.35480775194236,-158.43290149968692
-296.5831666695387,-158.4305013724922
-272.3167895764406,-144.8699149668831
-289.4485088142035,-155.02706841553825
-275.71697188824066,-147.8805994241199
-284.74051316839825,-152.8423335824602
-281.3492072543283,-150.9477607229174
-280.42964559959773,-152.53473800128472
-282.09713308370624,-151.99328518940337
-284.3434480315709,-153.190532759578
-297.68366960155595,-160.1595429932552
-280.27238997947967,-150.86297256182542
-185.6238926490534,-101.29097128487864
-272.02947116601496,-148.78460937667393
-332.1842642080455,-182.65272459250852
-270.7036582262659,-149.06489664338304
-273.28072940133745,-148.55293890905853
-289.87681748204386,-160.17862431660777
-285.9600767040654,-157.99926383515844
-283.8876469599792,-156.0600722127336
-374.79260161564326,-219.9403624791108
-181.8597169801047,-106.62720224568734
-370.4855373252296,-214.62812200112913
-372.90122262661066,-216.27750677117302
-367.53493846436567,-212.49864413306574
-370.4893834361366,-213.5857012698082
-313.37108712435514,-182.54999519957767
-369.8391635425762,-211.43974289078642
-262.88016757116554,-149.94438802473658
-310.34789237520306,-177.0982089913609
-366.8786628552935,-209.34113039169213
-264.2659604451047,-150.84791271711404
-359.47189949725293,-203.58477681051158
-358.460550048396,-203.36945585249077
-373.3931071126677,-210.93532992259782
-367.556002292427,-207.46175967246012
-280.25551528876736,-155.00454390925077
-353.6176325465254,-196.6924961617692
-369.11753681649526,-206.8823353960337
-238.3853171552743,-134.04832759757045
-371.0881489281284,-208.90285994724863
-278.7579253275524,-156.17168109473744
-243.05607560132327,-133.67038491137163
-265.31753877095053,-147.99003912461268
-364.6435764295515,-198.00750364763033
-288.3415041200891,-154.8234451303062
-281.0010975698998,-150.51168913893716
-276.6267616224694,-148.4826987819638
-287.66031386945144,-154.38636450930642
-271.0786787073719,-147.3808505388775
-288.528285085178,-154.83959526861642
-284.96666160412923,-154.17018503049258
-296.4179865959009,-159.71007169028505
-282.0961624270299,-151.8779704670009
-260.72317948331687,-140.43909533660323
-279.7572921755903,-150.4868689628644
-290.0755475226908,-159.2508986455053
-270.5796208598463,-151.47495616272474
-360.9627921563683,-204.2955335225512
-281.40097816350567,-159.77210538374922
-360.7682947263354,-204.89232858691935
-360.71946179120624,-204.77483908366278
-231.23389469843423,-131.91841997702272
-277.26919102303816,-158.20268798572874
-374.34951171583856,-220.52686257952936
-279.5380507766625,-162.781663526885
-317.48415645092007,-134.33738437863337
-347.8611915357785,-147.58627241696905
-221.70490975276738,-94.05659998485294
-230.42619923522415,-95.66388136014163
-369.40011550648046,-150.05101451143946
-227.6271309356201,-92.62395181920137
-321.10079253632847,-130.72072923607416
-314.64858823453295,-128.32749606967784
-322.98417842877814,-129.51893852958122
-291.2210969221693,-117.48941375076446
-317.563551023235,-127.58594108264575
-319.5173068798567,-127.87443636231436
-323.2187336976811,-128.9904299449705
-329.1849395293694,-129.23584344664388
-317.3652171433528,-123.54321276257761
-313.9548996216181,-122.76148745684836
-324.8243936138197,-126.32748226982855
-318.89519991318775,-124.79325021153672
-324.813362884303,-127.55030630230996
-303.88305173343207,-119.24322434821029
-312.910426502097,-122.88681032024228
-318.76215784000914,-125.29673729548011
-323.28685884386647,-127.90063888375332
-325.7144445675541,-129.6114077076662
-323.18941648229116,-128.52161159597753
-321.8606533996272,-128.16004442742602
-335.7292096012922,-132.6574339902032
-317.08918699962885,-128.21768202006717
-321.7819449109708,-130.22310028910445
-314.503153652226,-127.72044941240927
-204.1749500527585,-82.4546212219059
-323.96689087183455,-131.73776917635146
-322.1550910164538,-130.58214427918298
-332.19935462476275,-137.33385353304598
-320.2201656459973,-131.40718143078277
-320.58538316755494,-133.08952314156855
-326.87218655389785,-135.72622225823224
-279.65583386196823,-117.20786360362295
-325.92989649903194,-136.41158160243003
-320.91034253135393,-134.60472031440662
-303.3338170800672,-126.79629418108617
-323.4649605271443,-135.25938948604193
-331.4632430022407,-136.72391410689127
-309.9165504316522,-130.25106452435324
-302.91352525548797,-127.52841696451671
-320.39455827853715,-134.79629856866222
-317.44841019311053,-133.49681620878118
-313.0128967980868,-131.65052740472683
-324.2884987715438,-135.72015489931627
-302.5913936812191,-127.14248102969272
-319.99891378931244,-136.2636822698539
-335.01238749497145,-142.4671107713983
-330.5684965080867,-140.75957320046666
-306.6855526602454,-129.9411669476529
-313.94795466711366,-132.4545203088894
-333.595867711201,-143.85356904323902
-283.13724759310713,-121.97651512629706
-322.56415530682114,-147.57134945420944
-366.14344267722794,-167.96493470852764
-322.5935438982445,-144.3756058113777
-341.8755449713181,-152.80211632922817
-281.47303979439994,-121.14008189578897
-279.00300654121935,-121.37724040075716
-345.14399470102495,-146.52293325869613
-320.4534092368628,-135.80079453897048
-310.1525399239168,-131.522106503917
-313.358900109149,-133.8268526194641
-327.2124859490289,-133.47556840699616
-320.94115525295797,-131.77285077145262
-360.59196616079106,-148.1726670137458
-325.69452888101904,-130.54585892878674
-316.98470461062107,-127.34838442366039
-319.26701161549585,-127.69017309372319
-319.3804425235143,-128.38989169676492
-323.1759455782775,-131.67948946821923
-312.74798024485483,-127.77143884755063
-327.14905217288515,-134.30717155540268
-323.0250033565365,-130.3332508795784
-311.21383827975103,-129.8649092598391
-336.68541683948945,-139.8980877977846
-329.8758705938601,-136.21527913294426
-331.34452249870816,-136.19252430695687
-321.60808026495255,-133.49738685786977
-320.5343758798492,-131.6847643166346
-320.92559002695174,-132.55774989809697
-323.84123389169457,-133.67463957600629
-279.6618283266782,-118.57836349632181
-313.5853448074207,-132.86222319114367
-327.735901893081,-137.2722465277534
-324.2578514810839,-135.69879074697928
-325.3385212272079,-135.6582013978283
-333.93416780328397,-139.61549801748896
-320.6917938301535,-133.3388969718169
-327.2469717759419,-136.7892440467674
-321.918031605542,-134.35636807232785
-308.02679694503723,-133.1643455174937
-318.5776760316637,-137.1258943541311
-305.7065911231606,-128.10469109067813
-310.38048581279725,-130.4407897056995
-311.2873910019114,-130.79041922042208
-326.013971177075,-137.3742552118061
-325.28288714345723,-137.016853077416
-334.138985487231,-140.49605637713242
-280.2023179097633,-118.84999171353482
-325.03556402276257,-137.34676267941504
-333.5574269465406,-141.36194853003622
-322.394370434985,-136.6947912864814
-327.1316920712809,-138.56564972683952
-334.5908641343926,-143.55410601494302
-331.68558559232446,-141.94487668201836
-306.7297386755558,-130.57333774735977
-311.41374456831466,-132.79174517156434
-175.54965324379566,-76.19666422986124
-259.633029338267,-113.36630708359769
-322.9430943364833,-140.0109648545872
-320.51064813484106,-139.02575093995375
-336.3903196569006,-145.99915480242996
-204.5733523168491,-89.82073435542829
-311.734747472546,-137.14533903263768
-312.0289167856312,-138.15229444291847
-310.9518163126151,-137.1861933733268
-313.82242942800815,-138.4258045390007
-312.3334994903567,-139.63287973249172
-257.4533958299377,-117.49044193426111
-321.9997000032458,-147.39129788763728
-326.17490663281035,-148.4847287031989
-321.5978112196845,-155.06646906411447
-323.7847725370224,-158.31878427011736
-332.3986324275032,-155.8380065918775
-338.90888941122853,-158.79970109509833
-336.3394088994977,-158.2937945559228
-325.3470924887804,-152.11941692586348
-353.40049789415895,-166.04325021413584
-323.2414227207405,-148.14853231808095
-332.90234101902456,-154.78551509503632
-345.9740225878373,-160.7815959437637
-341.54972880555863,-158.99138889012357
-345.31204909668,-160.32558140782623
-340.68058715189966,-158.62448285737
-337.16021387419363,-157.22718945045705
-329.55660233138997,-153.31375869980022
-336.5587054094433,-156.23843532787666
-356.7876396768248,-165.1610528781852
-334.86966082934316,-155.33552331943477
-196.68852951056147,-88.28362997809498
-198.30529189590274,-89.54673936367733
-196.2987700038073,-88.59529111223752
-345.42811512661933,-154.69430054168492
-196.24234775668648,-86.56455081347687
-319.7752971503158,-140.60994759769426
-335.99967739465274,-145.82960937622246
-333.7921642192203,-146.28554592752693
-339.47682838362846,-148.56501833321994
-315.39447133469963,-143.57617749313312
-211.77320734977405,-96.16330554236183
-257.8403319325993,-117.66702260648525
-321.0010172625105,-147.7201090092865
-317.9294249045894,-146.5407914623592
-327.80898625415824,-152.07909131223917
-325.7755733412233,-150.68320601372537
-256.85804885905077,-118.97954997817908
-315.1415119262901,-145.6939917906797
-325.78086944538296,-151.17312843697994
-322.1184557299514,-149.92318395178927
-320.69985041386514,-148.96252856643918
-358.0116414159771,-168.01316119910186
-294.8831014477611,-141.40150791008102
-321.5129864627711,-152.9628239004165
-315.5448906057181,-151.51661085912133
-269.36358522328965,-138.8094866950615
-293.40991313738596,-155.11822468230804
-265.6079470266313,-140.8253268416477
-368.6962336578486,-187.74612483516043
-322.5573769134456,-163.54839414931962
-269.85432446965115,-140.32707068576445
-295.8648977664371,-154.20503599098498
-269.9020430533447,-136.52522822096319
-270.47650739171576,-137.6840397237319
-269.1406386591498,-137.58753104871897
-273.9272016957895,-140.0703965548858
-272.5951734789453,-136.59113866366872
-321.12868922325373,-160.50548192750307
-321.0507593647365,-160.52931500109804
-270.6806784732625,-135.17138982546115
-330.9855290909468,-164.09752969674344
-329.0047484234225,-163.15512297772264
-360.76737163785685,-177.12117299440592
-272.1081186296191,-133.78056204018597
-271.4097922381465,-134.03925724411724
-320.2413631894331,-156.15935598312996
-271.87147756998075,-133.02582078630016
-252.42960433886802,-121.84962363703288
-337.9987564073394,-157.73532505169985
-337.83909107680023,-158.32642375340686
-331.32281434861653,-154.510377167728
-299.59577263677403,-143.6523194997746
-320.341352648899,-160.4964612521315
-273.4382610429985,-135.35706180217454
-306.19914919019095,-152.5420736490938
-274.8463441776707,-139.07910129800575
-319.2399733034512,-160.49991546424627
-322.10676904645237,-162.12118659255822
-273.61501637903655,-138.97820763466297
-264.7069306673601,-133.61468416151442
-272.8505979353735,-139.39181761857813
-303.03713932407413,-155.80677023047917
-273.5385474759823,-140.762214089454
-271.5191314467881,-139.08061228049257
-315.03126185499406,-162.56907369162545
-265.6067282839246,-147.03129079240153
-263.2817856333724,-146.459589034081
-325.09740856328614,-181.75528711198623
-325.38023254636784,-179.56569382263373
-261.3500335400182,-140.8187208439179
-359.825827607581,-193.7348369183297
-263.1111317877208,-142.10165187692613
-288.9769788439893,-156.3251808401596
-260.2426529869183,-141.59308725563585
-263.71488939338604,-141.52534824636737
-266.6848982305293,-143.41733795188074
-266.8274945271456,-143.16336832505127
-268.846215740835,-143.42598110843593
-274.32720889850833,-146.61664365941542
-364.62338669813806,-190.33872558287555
-295.7743133140412,-153.82280780507517
-294.66742385958673,-153.239921089112
-294.21118789080566,-151.9291342084206
-320.4571621071873,-167.51043316234512
-319.4254287532603,-163.9667764841052
-315.0994028109746,-162.30683945828767
-259.5768805553187,-139.7090836365538
-323.1211876722131,-173.32998944953047
-358.68309879183374,-192.53369662357417
-327.68029693645343,-184.68943160574537
-347.7699659251523,-196.85866495668103
-326.5913088508311,-184.53803594084144
-259.0778352738095,-149.060524103125
-192.4848614894727,-119.39007345055096
-195.66816509347493,-121.22154392346269
-231.85604268004445,-140.26306287608907
-176.56958343020298,-103.63511949340375
-177.16862615933505,-101.25319969596495
-308.1357836508127,-176.67155694445162
-308.4446062940149,-176.49446291237564
-238.4320475345335,-133.7685184570027
-373.2451702272407,-216.81830709823873
-256.33674234611726,-147.5098229154269
-357.07223556254235,-208.14731472931828
-359.11891001419804,-210.78892430332758
-178.3267638048891,-105.85719356091049
-180.7784906030727,-108.89527553947954
-232.8756839386405,-139.65691668682683
-306.42137417532524,-184.17962761653436
-309.54439047795483,-208.17975106541712
-333.7326370602044,-220.02824729059694
-332.87166568621086,-219.79738261043565
-307.6300754453244,-203.6224274865662
-256.8696809124371,-163.7841330206494
-255.5617607539054,-164.38487644628327
-184.34566323304216,-116.23782734958955
-350.99300972682835,-216.78160053987648
-240.56539124551458,-148.69436117588205
-188.50888295627948,-117.57588051084154
-248.96006921632602,-162.69067741996156
-267.4246013682934,-181.80241405845348
-266.1759413931561,-191.29962967682445
-254.8244436140165,-184.29505262631508
-351.3244850837995,-256.56059729956837
-185.19564880006104,-132.3711439629119
-324.97415133145546,-232.02188909591158
-266.72155054274515,-190.96491488789349
-347.58270005102685,-244.97168191208638
-343.5690476020431,-243.52745711357136
-183.81266023180567,-130.40933632825346
-329.4245246959305,-230.44312612786823
-371.4941092176035,-256.8364573541804
-327.46266451708567,-227.27800271869253
-182.4929938871192,-126.40791629310846
-346.7567025288465,-239.5811604733751
-328.2294688489103,-226.6529696417001
-327.8505461645038,-226.55678832690575
-324.29100725046203,-224.7615040166426
-328.9004309722936,-227.9167481941452
-256.15939292921513,-175.384085049308
-330.14697820992666,-226.91106450687383
-328.09651831918364,-224.09541161712244
-308.34999322850916,-206.06033343101117
-258.3281408823095,-174.61585396994855
-256.9995580494083,-175.43070526817775
-272.3487879087207,-188.57297431818395
-272.27947863999356,-188.49581966183405
-337.8170340727822,-233.56675091160432
-333.91836672919885,-235.70409540890827
-333.2495726827179,-235.30253503980563
-311.98170383598944,-220.79232064310628
-270.52087168254616,-190.45351957242204
-332.24309940749566,-236.56681577349696
-331.36859618586476,-235.7118505615777
-271.49430921722836,-193.79439976059516
-335.0466278659293,-238.54361038413904
-299.86077958553915,-216.63505116889198
-297.66908219797244,-213.81699981255963
-301.1517312339262,-219.35146751132865
-270.1992295946583,-197.15124335888154
-181.58305399439718,-132.68294472364755
-257.5846370252559,-198.86686626105458
-188.83801216636118,-144.6057414192372
-263.35039288968244,-200.56438287641166
-187.4053525903749,-142.41555143886896
-261.05093947378754,-197.0211630056096
-260.835432301251,-195.2863248605835
-344.3310142506849,-257.8935372882257
-265.4957729356726,-198.14105213486172
-175.71614548714942,-129.8228551987922
-267.53712551949184,-197.85620085601832
-262.7004300648114,-193.44157339589586
-348.5559841809252,-258.00558267698125
-241.5410736599877,-176.19121772258703
-334.84112270664883,-244.98648271222856
-269.88002046001805,-197.2716811529475
-295.8463516497906,-215.91328584576559
-295.6617278926798,-215.41795006432622
-298.13004749686166,-215.39871483822944
-272.3621580617001,-198.70884633567528
-186.59790105732566,-136.47404798151652
-179.69664458600582,-131.31628543082454
-320.9126640600396,-238.2229822082557
-298.5726425631886,-222.16181484125534
-321.4761429566592,-238.45373200454887
-179.65058034853487,-133.21248247212492
-319.24600369975366,-238.36426651522754
-287.97850969762516,-212.80098704023794
-239.4606762681178,-176.91447284894147
-176.11955567813177,-133.02871144561635
-180.11830912696112,-138.60356081690838
-293.0762562103059,-227.67445730494424
-259.36086136732615,-203.66503886301592
-288.82837811041014,-225.2805862168127
-287.4251398839823,-223.91969234089268
-293.34687081711724,-228.3633701628619
-231.72904895903994,-181.09793888724957
-321.3115086143057,-271.3812859232239
-320.7694754104261,-270.8536581957123
-353.034983171794,-297.3875987818086
-255.7707170066154,-211.84216610876692
-274.1786980107107,-226.2676781622655
-324.5612178543538,-269.1396903163596
-324.97594394094625,-268.5850805337595
-241.2568845044265,-195.37617756851287
-256.59912881799664,-208.26834620778038
-273.42534995355453,-224.83556566057686
-272.0469920467161,-223.93147886099868
-242.39212533830863,-198.93469104942113
-180.89244302686149,-144.20174141257598
-246.200968178525,-197.68418168223874
-247.84937723935093,-196.4129948659009
-257.72397462059706,-201.11012445362766
-257.98912607142876,-201.4955639991108
-254.8894580322617,-199.73226046478885
-363.6501846556307,-287.9480567140543
-278.6713195480285,-224.745807116622
-266.38983922560425,-217.152106180936
-327.5445545284945,-268.1361849877012
-225.99232756383395,-185.62682603904094
-325.63129159184706,-269.2224453546034
-178.52053344709407,-148.15979382275577
-324.4052776935586,-267.9155201258431
-348.2778187143401,-291.89521691390536
-352.74092893547584,-296.02941805849554
-347.1693984466582,-291.1965542365664
-352.72111414334205,-297.0858917998543
-251.6217305118395,-228.11557430544994
-262.97259720053563,-237.93358895567098
-175.4877841377184,-157.01009508792274
-175.82683013987577,-155.44347275694292
-320.5012806548659,-282.6823283600864
-318.4958874510659,-281.224414748705
-314.2135695851501,-275.15777818395554
-250.8709329857968,-219.00741647705033
-179.82125429106333,-155.34585886845574
-233.4586292330435,-201.63657995744424
-234.59670221830464,-202.18760963436182
-177.26943622658194,-151.19821513841885
-253.91658458007353,-214.54344748109293
-221.12505596699285,-187.97179065159096
-326.3262391214469,-276.064035391924
-238.36246340380055,-202.50985021056732
-350.23895267202363,-294.57253232259757
-352.8537914803825,-297.130480961809
-254.0214238604559,-218.28359384016383
-232.62152054629746,-202.61169517874708
-251.4877915202124,-220.42722028180623
-301.42696318808413,-266.9416414269227
-242.2878739709944,-214.74152404547235
-323.40424970878024,-289.0864020909404
-230.09143656262455,-206.56877827560052
-249.4973067741887,-223.90275935198898
-248.79299625719065,-222.8369740834227
-322.1534854431955,-289.04642412195517
-251.29407229399624,-253.3517726990658
-301.9020432069328,-298.26970148641203
-238.11230645197062,-233.82089907606988
-243.6848745015942,-235.07970293478053
-243.47966797320598,-234.84442418362548
-220.51614830838335,-209.84639774261362
-190.54896597408455,-179.50167107885457
-293.62548977560857,-274.95526636104603
-292.2402598630165,-272.81610295101547
-251.0080678984779,-234.447960495642
-249.98800117092827,-233.1698765725025
-225.8302642771977,-206.9220590591756
-247.7039120012446,-229.22804759202637
-248.20094539597744,-226.42001304050606
-321.253870219399,-293.4260015911258
-292.2984049260998,-272.44001799417055
-222.92829251988522,-209.47628830492383
-318.33839321261587,-296.64491724552823
-318.3869696148315,-299.2472252649961
-245.07359632440915,-230.72302058396693
-190.96139212700305,-181.68100160956112
-245.5909994769707,-235.70726111899606
-250.06229821061095,-242.57313457312026
-247.47534358883533,-241.04769355046264
-249.96544288610502,-243.41610297313287
-299.92027055356976,-293.50200955130754
-248.63315230945142,-244.35744974426404
-248.27546645389796,-245.54380636842657
-266.11258658181714,-274.20989214935383
-287.5878332279119,-294.55602209193336
-223.22212685288832,-227.58597525838346
-289.2372724333744,-294.18333918128764
-267.9502969275898,-268.6910478565855
-231.35084566589484,-236.26757185769083
-193.49152437686126,-204.97338163092937
-199.18316214259536,-211.1948946515662
-199.69539642600336,-209.98994125014474
-247.27826270386373,-266.5015585038295
-261.5740280711204,-292.200246577143
-258.72174028712277,-290.797764101294
-260.69387904000683,-288.4284661993038
-211.5791158849088,-227.94343443380885
-192.98141147114785,-210.95242080691347
-217.47216166139341,-234.21296542810612
-198.27873376543945,-212.94116339739898
-204.33432631394123,-231.13388951344334
-232.83009173488546,-276.45060892904235
-233.67789425317383,-278.5395265587025
-197.13231014646107,-270.41231880923885
-209.6929011138801,-276.72130557187046
-192.17031859677067,-247.3324257499438
-217.34125609579795,-283.13908939934606
-197.8855238366218,-259.6195059323331
-196.27669247732987,-258.35925599205586
-201.62777902317413,-272.7633505105619
-189.6991331450077,-269.23404825571845
-191.50786375313413,-269.3808709225414
-181.02535584139193,-259.15636332581084
-198.43337624298155,158.4721753596907
-206.37455048242302,166.47916063665787
-239.31549311520737,191.71203654887518
-225.43302003966,182.78970907878792
-231.14161161833277,195.1601667137728
-230.65110898084006,195.4086000416499
-221.907554764169,187.5279817360134
-182.28226342067964,153.57124147519545
-232.056388768715,190.62907890209576
-223.71663612443294,186.52433655963725
-234.0621744089495,189.24179173324814
-231.55847701516228,185.78043819143878
-245.35003893879875,177.99397877463454
-246.45868052799185,184.16119736038112
-240.54181005375926,180.00172381136048
-249.4532593551484,187.95930356981057
-242.48398929862077,183.89550327506453
-244.9582418434998,185.6145361454791
-239.3822164563614,181.63432708910267
-243.39829789948058,184.39200453972637
-240.76478562456865,184.50092666788905
-243.08662166962515,188.62785649574366
-241.9456545229992,185.5051554561593
-245.90939385032868,182.28700821992976
-205.81751527310416,135.49380844908424
-299.2346831240762,197.75617115765172
-294.64792563138826,197.33947226459821
-295.98535411008777,199.5000179583935
-296.33166095535125,199.18006771768157
-282.99054061059167,191.9651307247232
-283.59700170564537,192.50971095717918
-292.70938363432685,199.33568096024456
-287.7923051047362,199.67642153604726
-271.4764423824825,196.00776432899548
-251.78095913611546,176.1299185952561
-251.687779494604,175.05922013530457
-253.95687116473727,173.74001088777825
-293.16536036010365,199.84932804017916
-208.46647116572598,141.66895401597898
-284.39676344775864,192.4525721096079
-205.63153729605767,139.49917209619062
-211.09397088005196,142.93717309944594
-292.93467542441607,197.39638423926988
-294.3111836615992,195.9757062944612
-207.46812997541514,139.45971582336395
-290.9783769053252,194.20583248926476
-207.94400976930692,135.9946974355088
-206.13671686942413,134.41617293595684
-211.2147431986946,137.80036076563988
-246.55677246175625,161.0159596059025
-302.82619080810287,196.6432497146346
-314.12559375853414,187.94601023516017
-314.2328775100005,188.58677634576154
-315.0729463904795,191.28444403288398
-312.59904194843597,189.543997199936
-275.01616414638687,168.7150049206495
-308.87815472830425,194.17434335160917
-311.355541188809,195.85063553938468
-239.67833508916607,150.6147699924244
-306.5958372354678,192.38279394233194
-244.83990123677734,153.59177333384392
-312.11584184487106,193.8298255301378
-250.56521184121115,156.69050071811836
-307.2014010528656,192.25621327914507
-307.607432421371,194.08165613650235
-280.43441882882706,176.1617649865028
-311.5761284304864,195.78779341339768
-313.2976378336654,199.38387369469814
-305.74078430000105,194.5479738634805
-312.5012987444058,196.74309230276512
-304.30082689027404,194.74532479759017
-299.7397608723538,191.39415378242592
-306.0999068789095,195.28709441459026
-210.5693440348602,134.5646255200299
-247.9148154329161,157.72136938344428
-303.92530669484603,195.2376951901825
-310.192371614979,199.92844941351666
-292.46902874241874,194.36464472669724
-306.9017005708031,198.5757146306638
-303.1022866918881,197.31597975534982
-211.86914142827735,138.15500940873522
-298.2039041417809,192.2248565526871
-308.99941047682387,199.493963183629
-303.2319542914609,195.61062061453313
-307.52407700402614,198.33454016638075
-306.5079333387311,198.7583595053671
-248.76228103141247,160.02072832383442
-249.33868591842992,158.7497681248892
-206.27143745697805,132.16069683922058
-308.247558458918,197.1830242163959
-209.03771217039352,133.72220659077195
-304.9393433381911,195.10581279301266
-207.94237302091295,128.54032531374278
-308.3679463066371,190.7465600968809
-310.14443467828863,191.46347880575723
-210.14991485539554,133.81434944863295
-310.4860832281286,196.11979261647434
-310.20948657765064,194.43105678541718
-209.846150762953,132.16043446386365
-305.7977383262667,192.77061629501358
-313.1170302802229,195.92952230327833
-211.02975438698437,132.10971538568418
-311.32613402111406,195.6607396367551
-313.1855082628193,195.70154065814168
-307.8682271042778,192.44530209582678
-303.5665632602129,189.5618710615908
-212.26352547614803,132.54007993814164
-313.9952129895985,195.60987954549998
-305.6193271083962,188.4930214322473
-211.76616319732565,130.27873562732827
-273.2968505839984,168.2988425056917
-308.0670683606005,191.2230397435157
-310.37945361576385,190.44739526610172
-268.9582855046615,162.95526472341143
-266.1681590943019,160.81826866111552
-340.19160542736176,184.42558760477183
-275.29539598631504,148.44884101663075
-328.6847928599582,185.9941017316508
-337.15615524655203,184.43353288247468
-273.4077809811917,156.14094648315395
-291.9299678957967,165.45619494574373
-329.78611308576444,184.85891336371898
-273.19749500391,155.46067701538493
-292.64955707834486,165.265648720832
-320.3460013302057,183.26294573106944
-273.6520934484257,159.27431925364553
-322.2417653976023,187.72338018912097
-316.2143414958525,186.49980929019208
-204.2287108650097,121.04113113064305
-315.57462841018605,186.35466024899443
-315.4257394702262,187.18412529683246
-320.6698515698901,187.820835966037
-322.9130334948398,190.81569649705497
-320.32963361424584,189.5797299902293
-315.2786367075386,190.13361451367527
-333.8016868407541,198.66673068765485
-271.07668225379865,161.18391747945736
-271.897551641068,161.34520669839426
-269.17600957933996,159.87387435842817
-270.0247163365593,161.04098915202005
-269.80131278187866,160.57262874144214
-268.25810738798094,159.69565824226964
-272.8019566269186,164.82430063136223
-268.45762976766133,157.25771684919172
-268.0535540550103,156.97360122830526
-215.5770062503969,126.95434866114111
-319.7725523931774,189.21236353087616
-323.0832063408144,186.53236828271915
-271.6211199979397,156.76997378834167
-312.37323256026747,179.14474037702433
-326.84016498114835,187.00273049684506
-326.79851433606865,184.76769062666267
-327.97265797079996,186.58398534197164
-327.87266470560104,186.35720805265666
-327.98948681259225,185.51745198329803
-316.3810144316248,177.3875182300806
-370.15646473533275,184.23996590306882
-374.6366145016873,190.7522195769737
-196.14194412462294,99.19839685823115
-276.79375710654335,138.8263720318816
-231.85476121501338,116.13697105202547
-356.23525521474124,180.9768991663307
