cost,publisher,university,year
6200.0,Cambridge University Press,University of Roehampton,2011
,Cambridge University Press,Rose Bruford College,2011
492.51,Cambridge University Press,Royal Academy of Music,2011
2925.85,Cambridge University Press,Royal Agricultural University,2011
0.0,Cambridge University Press,Royal College of Art,2011
,Cambridge University Press,Royal College of Music,2011
417.36,Cambridge University Press,Royal Conservatoire of Scotland,2011
15373.0,Cambridge University Press,"Royal Holloway, University of London",2011
453.59,Cambridge University Press,Royal Northern College of Music,2011
3997.89,Cambridge University Press,Royal Veterinary College,2011
9660.9,Cambridge University Press,University of Salford,2011
48917.47,Cambridge University Press,School of Oriental and African Studies,2011
28634.99,Cambridge University Press,University of Sheffield,2011
0.0,Cambridge University Press,Sheffield Hallam University,2011
7963.0,Cambridge University Press,University of South Wales,2011
,Cambridge University Press,University of Southampton,2011
0.0,Cambridge University Press,Southampton Solent University,2011
0.0,Cambridge University Press,Staffordshire University,2011
,Cambridge University Press,Stranmillis Universiity College,2011
22929.86,Cambridge University Press,University of St Andrews,2011
5748.0,Cambridge University Press,St George's University of London,2011
1747.0,Cambridge University Press,University of St Mark and St John,2011
4225.0,Cambridge University Press,St Mary's University College,2011
10012.0,Cambridge University Press,University of Stirling,2011
14751.0,Cambridge University Press,University of Strathclyde,2011
0.0,Cambridge University Press,University of Sunderland,2011
0.0,Cambridge University Press,University of Surrey,2011
17207.0,Cambridge University Press,University of Sussex,2011
21798.58,Cambridge University Press,Swansea University,2011
6132.41,Cambridge University Press,Teesside University,2011
1112.99,Cambridge University Press,Trinity Laban,2011
32110.57,Cambridge University Press,UCL,2011
1961.0,Cambridge University Press,University College Birmingham,2011
0.0,Cambridge University Press,University for the Creative Arts,2011
0.0,Cambridge University Press,University of the Arts London,2011
8400.0,Cambridge University Press,University of the Highlands and Islands,2011
23806.0,Cambridge University Press,University of the West of England,2011
4212.0,Cambridge University Press,University of the West of Scotland,2011
22995.05,Cambridge University Press,University of Ulster,2011
5962.0,Cambridge University Press,University of Wales Trinity St David,2011
30832.97,Cambridge University Press,University of Warwick,2011
0.0,Cambridge University Press,University of West London,2011
9949.0,Cambridge University Press,University of Westminster,2011
6519.42,Cambridge University Press,University of Winchester,2011
0.0,Cambridge University Press,University of Wolverhampton,2011
241.95,Cambridge University Press,University of Worcester,2011
,Cambridge University Press,Writtle College,2011
25112.0,Cambridge University Press,University of York,2011
3265.0,Cambridge University Press,York St John University,2011
,Cambridge University Press,,2011
31969.98,Cambridge University Press,University of Aberdeen,2012
0.0,Cambridge University Press,Abertay University,2012
29158.8,Cambridge University Press,Aberystwyth University,2012
4168.0,Cambridge University Press,Anglia Ruskin University,2012
372.94,Cambridge University Press,Arts University Bournemouth,2012
0.0,Cambridge University Press,Aston University,2012
23919.6,Cambridge University Press,Bangor University,2012
14356.0,Cambridge University Press,University of Bath,2012
0.0,Cambridge University Press,Bath Spa University,2012
5579.95,Cambridge University Press,University of Bedfordshire,2012
64104.0,Cambridge University Press,"Birkbeck, University of London",2012
26380.57,Cambridge University Press,University of Birmingham,2012
217.21,Cambridge University Press,Birmingham City University,2012
1132.0,Cambridge University Press,Bishop Grosseteste University,2012
0.0,Cambridge University Press,University of Bolton,2012
6532.0,Cambridge University Press,Bournemouth University,2012
788.06,Cambridge University Press,University of Bradford,2012
5011.0,Cambridge University Press,University of Brighton,2012
44316.0,Cambridge University Press,University of Bristol,2012
14870.0,Cambridge University Press,Brunel University,2012
,Cambridge University Press,Buckinghamshire New University,2012
41987.0,Cambridge University Press,University of Cambridge,2012
3885.86,Cambridge University Press,Canterbury Christ Church University,2012
30899.52,Cambridge University Press,Cardiff University,2012
7143.29,Cambridge University Press,Cardiff Metropolitan University,2012
9469.32,Cambridge University Press,University of Central Lancashire,2012
0.0,Cambridge University Press,Central School of Speech and Drama,2012
0.0,Cambridge University Press,University of Chester,2012
1752.8,Cambridge University Press,University of Chichester,2012
19991.0,Cambridge University Press,City University London,2012
128.4,Cambridge University Press,Courtauld Institute of Art,2012
12476.36,Cambridge University Press,Coventry University,2012
7286.25,Cambridge University Press,Cranfield University,2012
268.81,Cambridge University Press,University of Cumbria,2012
6022.49,Cambridge University Press,De Montfort University,2012
,Cambridge University Press,University of Derby,2012
10490.48,Cambridge University Press,University of Dundee,2012
27497.0,Cambridge University Press,Durham University,2012
25853.0,Cambridge University Press,University of East Anglia,2012
5871.7,Cambridge University Press,University of East London,2012
,Cambridge University Press,Edge Hill University,2012
46025.0,Cambridge University Press,University of Edinburgh,2012
3972.38,Cambridge University Press,Edinburgh Napier University,2012
18041.76,Cambridge University Press,University of Essex,2012
28377.9,Cambridge University Press,University of Exeter,2012
926.0,Cambridge University Press,Falmouth University,2012
34378.0,Cambridge University Press,University of Glasgow,2012
11551.93,Cambridge University Press,Glasgow Caledonian University,2012
212.42,Cambridge University Press,University of Gloucestershire,2012
512.0,Cambridge University Press,Glyndŵr University,2012
5107.33,Cambridge University Press,"Goldsmiths, University of London",2012
270.0,Cambridge University Press,University of Greenwich,2012
4110.93,Cambridge University Press,Harper Adams University,2012
10271.38,Cambridge University Press,Heriot-Watt University,2012
13326.17,Cambridge University Press,University of Hertfordshire,2012
870.0,Cambridge University Press,Heythrop College,2012
868.67,Cambridge University Press,University of Huddersfield,2012
18040.5,Cambridge University Press,University of Hull,2012
34857.0,Cambridge University Press,Imperial College London,2012
0.0,Cambridge University Press,Institute of Cancer Research,2012
3125.0,Cambridge University Press,"Institute of Education, University of London",2012
13390.0,Cambridge University Press,Keele University,2012
16028.0,Cambridge University Press,University of Kent,2012
27637.66,Cambridge University Press,King's College London,2012
10034.44,Cambridge University Press,Kingston University,2012
17751.0,Cambridge University Press,Lancaster University,2012
,Cambridge University Press,University of Leeds,2012
0.0,Cambridge University Press,Leeds College of Art,2012
201.22,Cambridge University Press,Leeds Beckett University (formerly Leeds Metropolitan University),2012
2656.64,Cambridge University Press,Leeds Trinity University,2012
0.0,Cambridge University Press,University of Leicester,2012
7384.0,Cambridge University Press,University of Lincoln,2012
31134.36,Cambridge University Press,University of Liverpool,2012
4185.79,Cambridge University Press,Liverpool Hope University,2012
,Cambridge University Press,Liverpool Institute for Performing Arts,2012
19563.52,Cambridge University Press,Liverpool John Moores University,2012
14655.0,Cambridge University Press,University of London (central),2012
1104.0,Cambridge University Press,London Business School,2012
,Cambridge University Press,London Metropolitan University,2012
17272.0,Cambridge University Press,London School of Economics,2012
7692.09,Cambridge University Press,London School of Hygiene and Tropical Medicine,2012
31937.0,Cambridge University Press,London South Bank University,2012
15277.0,Cambridge University Press,Loughborough University,2012
40105.7,Cambridge University Press,University of Manchester,2012
,Cambridge University Press,Manchester Metropolitan University,2012
0.0,Cambridge University Press,Middlesex University,2012
4488.0,Cambridge University Press,Newcastle University,2012
1942.0,Cambridge University Press,Newman University,2012
4294.82,Cambridge University Press,University of Northampton,2012
15218.1,Cambridge University Press,Northumbria University,2012
0.0,Cambridge University Press,Norwich University of the Arts,2012
40076.63,Cambridge University Press,University of Nottingham,2012
,Cambridge University Press,Nottingham Trent University,2012
39518.0,Cambridge University Press,Open University,2012
33450.0,Cambridge University Press,University of Oxford,2012
21655.2,Cambridge University Press,Oxford Brookes University,2012
14609.0,Cambridge University Press,Plymouth University,2012
14694.5,Cambridge University Press,University of Portsmouth,2012
5723.48,Cambridge University Press,"Queen Margaret University, Edinburgh",2012
24832.79,Cambridge University Press,"Queen Mary, University of London",2012
34215.08,Cambridge University Press,Queen's University Belfast,2012
0.0,Cambridge University Press,Ravensbourne,2012
22387.71,Cambridge University Press,University of Reading,2012
2287.0,Cambridge University Press,Robert Gordon University,2012
6701.0,Cambridge University Press,University of Roehampton,2012
,Cambridge University Press,Rose Bruford College,2012
531.79,Cambridge University Press,Royal Academy of Music,2012
3203.05,Cambridge University Press,Royal Agricultural University,2012
0.0,Cambridge University Press,Royal College of Art,2012
,Cambridge University Press,Royal College of Music,2012
358.78,Cambridge University Press,Royal Conservatoire of Scotland,2012
18308.0,Cambridge University Press,"Royal Holloway, University of London",2012
488.45,Cambridge University Press,Royal Northern College of Music,2012
3473.0,Cambridge University Press,Royal Veterinary College,2012
10576.8,Cambridge University Press,University of Salford,2012
39971.32,Cambridge University Press,School of Oriental and African Studies,2012
31800.14,Cambridge University Press,University of Sheffield,2012
0.0,Cambridge University Press,Sheffield Hallam University,2012
8567.0,Cambridge University Press,University of South Wales,2012
,Cambridge University Press,University of Southampton,2012
0.0,Cambridge University Press,Southampton Solent University,2012
0.0,Cambridge University Press,Staffordshire University,2012
,Cambridge University Press,Stranmillis Universiity College,2012
24770.5,Cambridge University Press,University of St Andrews,2012
5014.0,Cambridge University Press,St George's University of London,2012
1702.0,Cambridge University Press,University of St Mark and St John,2012
4019.0,Cambridge University Press,St Mary's University College,2012
10902.0,Cambridge University Press,University of Stirling,2012
16100.0,Cambridge University Press,University of Strathclyde,2012
0.0,Cambridge University Press,University of Sunderland,2012
0.0,Cambridge University Press,University of Surrey,2012
18444.0,Cambridge University Press,University of Sussex,2012
23014.05,Cambridge University Press,Swansea University,2012
6042.92,Cambridge University Press,Teesside University,2012
964.8,Cambridge University Press,Trinity Laban,2012
35415.18,Cambridge University Press,UCL,2012
2026.0,Cambridge University Press,University College Birmingham,2012
0.0,Cambridge University Press,University for the Creative Arts,2012
0.0,Cambridge University Press,University of the Arts London,2012
936.0,Cambridge University Press,University of the Highlands and Islands,2012
23886.0,Cambridge University Press,University of the West of England,2012
4519.0,Cambridge University Press,University of the West of Scotland,2012
20766.96,Cambridge University Press,University of Ulster,2012
6183.0,Cambridge University Press,University of Wales Trinity St David,2012
33730.61,Cambridge University Press,University of Warwick,2012
0.0,Cambridge University Press,University of West London,2012
10038.0,Cambridge University Press,University of Westminster,2012
6948.25,Cambridge University Press,University of Winchester,2012
0.0,Cambridge University Press,University of Wolverhampton,2012
2376.0,Cambridge University Press,University of Worcester,2012
,Cambridge University Press,Writtle College,2012
28601.0,Cambridge University Press,University of York,2012
3554.0,Cambridge University Press,York St John University,2012
,Cambridge University Press,,2012
31969.98,Cambridge University Press,University of Aberdeen,2013
0.0,Cambridge University Press,Abertay University,2013
30463.8,Cambridge University Press,Aberystwyth University,2013
4620.0,Cambridge University Press,Anglia Ruskin University,2013
584.19,Cambridge University Press,Arts University Bournemouth,2013
0.0,Cambridge University Press,Aston University,2013
25218.44,Cambridge University Press,Bangor University,2013
15251.0,Cambridge University Press,University of Bath,2013
0.0,Cambridge University Press,Bath Spa University,2013
4915.1,Cambridge University Press,University of Bedfordshire,2013
58573.0,Cambridge University Press,"Birkbeck, University of London",2013
28179.92,Cambridge University Press,University of Birmingham,2013
234.33,Cambridge University Press,Birmingham City University,2013
1145.0,Cambridge University Press,Bishop Grosseteste University,2013
0.0,Cambridge University Press,University of Bolton,2013
6855.0,Cambridge University Press,Bournemouth University,2013
2495.17,Cambridge University Press,University of Bradford,2013
4685.0,Cambridge University Press,University of Brighton,2013
35435.0,Cambridge University Press,University of Bristol,2013
15843.84,Cambridge University Press,Brunel University,2013
,Cambridge University Press,Buckinghamshire New University,2013
43618.0,Cambridge University Press,University of Cambridge,2013
4180.37,Cambridge University Press,Canterbury Christ Church University,2013
34558.36,Cambridge University Press,Cardiff University,2013
7796.84,Cambridge University Press,Cardiff Metropolitan University,2013
10327.16,Cambridge University Press,University of Central Lancashire,2013
0.0,Cambridge University Press,Central School of Speech and Drama,2013
0.0,Cambridge University Press,University of Chester,2013
2041.87,Cambridge University Press,University of Chichester,2013
21085.0,Cambridge University Press,City University London,2013
139.1,Cambridge University Press,Courtauld Institute of Art,2013
13635.3,Cambridge University Press,Coventry University,2013
7851.28,Cambridge University Press,Cranfield University,2013
129.3,Cambridge University Press,University of Cumbria,2013
6487.45,Cambridge University Press,De Montfort University,2013
,Cambridge University Press,University of Derby,2013
10490.48,Cambridge University Press,University of Dundee,2013
32326.0,Cambridge University Press,Durham University,2013
27998.0,Cambridge University Press,University of East Anglia,2013
7000.83,Cambridge University Press,University of East London,2013
,Cambridge University Press,Edge Hill University,2013
46199.0,Cambridge University Press,University of Edinburgh,2013
4124.52,Cambridge University Press,Edinburgh Napier University,2013
19478.95,Cambridge University Press,University of Essex,2013
31408.79,Cambridge University Press,University of Exeter,2013
888.0,Cambridge University Press,Falmouth University,2013
34468.08,Cambridge University Press,University of Glasgow,2013
11641.93,Cambridge University Press,Glasgow Caledonian University,2013
223.01,Cambridge University Press,University of Gloucestershire,2013
545.0,Cambridge University Press,Glyndŵr University,2013
5902.75,Cambridge University Press,"Goldsmiths, University of London",2013
0.0,Cambridge University Press,University of Greenwich,2013
6029.21,Cambridge University Press,Harper Adams University,2013
10361.38,Cambridge University Press,Heriot-Watt University,2013
13068.82,Cambridge University Press,University of Hertfordshire,2013
961.0,Cambridge University Press,Heythrop College,2013
868.67,Cambridge University Press,University of Huddersfield,2013
18668.51,Cambridge University Press,University of Hull,2013
36603.0,Cambridge University Press,Imperial College London,2013
0.0,Cambridge University Press,Institute of Cancer Research,2013
3569.0,Cambridge University Press,"Institute of Education, University of London",2013
14978.0,Cambridge University Press,Keele University,2013
118226.0,Cambridge University Press,University of Kent,2013
29441.29,Cambridge University Press,King's College London,2013
10302.87,Cambridge University Press,Kingston University,2013
18745.0,Cambridge University Press,Lancaster University,2013
,Cambridge University Press,University of Leeds,2013
0.0,Cambridge University Press,Leeds College of Art,2013
217.8,Cambridge University Press,Leeds Beckett University (formerly Leeds Metropolitan University),2013
3144.26,Cambridge University Press,Leeds Trinity University,2013
0.0,Cambridge University Press,University of Leicester,2013
8482.0,Cambridge University Press,University of Lincoln,2013
31800.35,Cambridge University Press,University of Liverpool,2013
4525.51,Cambridge University Press,Liverpool Hope University,2013
,Cambridge University Press,Liverpool Institute for Performing Arts,2013
21127.56,Cambridge University Press,Liverpool John Moores University,2013
13642.0,Cambridge University Press,University of London (central),2013
1136.0,Cambridge University Press,London Business School,2013
,Cambridge University Press,London Metropolitan University,2013
18352.0,Cambridge University Press,London School of Economics,2013
8192.62,Cambridge University Press,London School of Hygiene and Tropical Medicine,2013
,Cambridge University Press,London South Bank University,2013
16087.0,Cambridge University Press,Loughborough University,2013
41477.83,Cambridge University Press,University of Manchester,2013
,Cambridge University Press,Manchester Metropolitan University,2013
0.0,Cambridge University Press,Middlesex University,2013
4618.0,Cambridge University Press,Newcastle University,2013
2077.0,Cambridge University Press,Newman University,2013
4609.67,Cambridge University Press,University of Northampton,2013
16068.33,Cambridge University Press,Northumbria University,2013
0.0,Cambridge University Press,Norwich University of the Arts,2013
42736.41,Cambridge University Press,University of Nottingham,2013
,Cambridge University Press,Nottingham Trent University,2013
43525.0,Cambridge University Press,Open University,2013
38352.0,Cambridge University Press,University of Oxford,2013
24306.25,Cambridge University Press,Oxford Brookes University,2013
14172.0,Cambridge University Press,Plymouth University,2013
15278.6,Cambridge University Press,University of Portsmouth,2013
5738.48,Cambridge University Press,"Queen Margaret University, Edinburgh",2013
25340.5,Cambridge University Press,"Queen Mary, University of London",2013
36362.67,Cambridge University Press,Queen's University Belfast,2013
0.0,Cambridge University Press,Ravensbourne,2013
25693.48,Cambridge University Press,University of Reading,2013
2377.0,Cambridge University Press,Robert Gordon University,2013
7110.0,Cambridge University Press,University of Roehampton,2013
,Cambridge University Press,Rose Bruford College,2013
574.59,Cambridge University Press,Royal Academy of Music,2013
3936.45,Cambridge University Press,Royal Agricultural University,2013
0.0,Cambridge University Press,Royal College of Art,2013
,Cambridge University Press,Royal College of Music,2013
448.78,Cambridge University Press,Royal Conservatoire of Scotland,2013
19076.0,Cambridge University Press,"Royal Holloway, University of London",2013
511.72,Cambridge University Press,Royal Northern College of Music,2013
3686.0,Cambridge University Press,Royal Veterinary College,2013
10362.43,Cambridge University Press,University of Salford,2013
24793.56,Cambridge University Press,School of Oriental and African Studies,2013
34621.3,Cambridge University Press,University of Sheffield,2013
2931.0,Cambridge University Press,Sheffield Hallam University,2013
9147.0,Cambridge University Press,University of South Wales,2013
,Cambridge University Press,University of Southampton,2013
0.0,Cambridge University Press,Southampton Solent University,2013
156.0,Cambridge University Press,Staffordshire University,2013
,Cambridge University Press,Stranmillis Universiity College,2013
26532.17,Cambridge University Press,University of St Andrews,2013
5229.0,Cambridge University Press,St George's University of London,2013
2023.0,Cambridge University Press,University of St Mark and St John,2013
3893.0,Cambridge University Press,St Mary's University College,2013
10992.0,Cambridge University Press,University of Stirling,2013
15511.0,Cambridge University Press,University of Strathclyde,2013
0.0,Cambridge University Press,University of Sunderland,2013
0.0,Cambridge University Press,University of Surrey,2013
21776.0,Cambridge University Press,University of Sussex,2013
25717.54,Cambridge University Press,Swansea University,2013
4910.71,Cambridge University Press,Teesside University,2013
910.8,Cambridge University Press,Trinity Laban,2013
42483.67,Cambridge University Press,UCL,2013
2240.0,Cambridge University Press,University College Birmingham,2013
41.18,Cambridge University Press,University for the Creative Arts,2013
0.0,Cambridge University Press,University of the Arts London,2013
0.0,Cambridge University Press,University of the Highlands and Islands,2013
25211.0,Cambridge University Press,University of the West of England,2013
4680.0,Cambridge University Press,University of the West of Scotland,2013
20371.46,Cambridge University Press,University of Ulster,2013
7370.0,Cambridge University Press,University of Wales Trinity St David,2013
36256.22,Cambridge University Press,University of Warwick,2013
0.0,Cambridge University Press,University of West London,2013
10261.0,Cambridge University Press,University of Westminster,2013
7594.33,Cambridge University Press,University of Winchester,2013
0.0,Cambridge University Press,University of Wolverhampton,2013
2445.16,Cambridge University Press,University of Worcester,2013
,Cambridge University Press,Writtle College,2013
32341.0,Cambridge University Press,University of York,2013
3755.0,Cambridge University Press,York St John University,2013
,Cambridge University Press,,2013
31969.98,Cambridge University Press,University of Aberdeen,2014
0.0,Cambridge University Press,Abertay University,2014
31350.47,Cambridge University Press,Aberystwyth University,2014
4437.0,Cambridge University Press,Anglia Ruskin University,2014
453.89,Cambridge University Press,Arts University Bournemouth,2014
12127.43,Cambridge University Press,Aston University,2014
26800.42,Cambridge University Press,Bangor University,2014
18907.0,Cambridge University Press,University of Bath,2014
0.0,Cambridge University Press,Bath Spa University,2014
5335.9,Cambridge University Press,University of Bedfordshire,2014
59854.0,Cambridge University Press,"Birkbeck, University of London",2014
31034.9,Cambridge University Press,University of Birmingham,2014
252.52,Cambridge University Press,Birmingham City University,2014
1971.0,Cambridge University Press,Bishop Grosseteste University,2014
0.0,Cambridge University Press,University of Bolton,2014
7384.0,Cambridge University Press,Bournemouth University,2014
0.0,Cambridge University Press,University of Bradford,2014
7074.0,Cambridge University Press,University of Brighton,2014
47828.0,Cambridge University Press,University of Bristol,2014
16860.78,Cambridge University Press,Brunel University,2014
,Cambridge University Press,Buckinghamshire New University,2014
49927.0,Cambridge University Press,University of Cambridge,2014
4686.59,Cambridge University Press,Canterbury Christ Church University,2014
35564.4,Cambridge University Press,Cardiff University,2014
10162.68,Cambridge University Press,Cardiff Metropolitan University,2014
10838.17,Cambridge University Press,University of Central Lancashire,2014
0.0,Cambridge University Press,Central School of Speech and Drama,2014
0.0,Cambridge University Press,University of Chester,2014
2259.81,Cambridge University Press,University of Chichester,2014
22637.0,Cambridge University Press,City University London,2014
714.76,Cambridge University Press,Courtauld Institute of Art,2014
14595.79,Cambridge University Press,Coventry University,2014
8451.61,Cambridge University Press,Cranfield University,2014
0.0,Cambridge University Press,University of Cumbria,2014
6865.79,Cambridge University Press,De Montfort University,2014
,Cambridge University Press,University of Derby,2014
10490.48,Cambridge University Press,University of Dundee,2014
34459.0,Cambridge University Press,Durham University,2014
31275.0,Cambridge University Press,University of East Anglia,2014
7601.48,Cambridge University Press,University of East London,2014
,Cambridge University Press,Edge Hill University,2014
46287.0,Cambridge University Press,University of Edinburgh,2014
4124.52,Cambridge University Press,Edinburgh Napier University,2014
19377.28,Cambridge University Press,University of Essex,2014
35353.31,Cambridge University Press,University of Exeter,2014
1066.0,Cambridge University Press,Falmouth University,2014
34468.08,Cambridge University Press,University of Glasgow,2014
11641.93,Cambridge University Press,Glasgow Caledonian University,2014
236.64,Cambridge University Press,University of Gloucestershire,2014
590.0,Cambridge University Press,Glyndŵr University,2014
6092.52,Cambridge University Press,"Goldsmiths, University of London",2014
0.0,Cambridge University Press,University of Greenwich,2014
6023.75,Cambridge University Press,Harper Adams University,2014
10361.38,Cambridge University Press,Heriot-Watt University,2014
15359.24,Cambridge University Press,University of Hertfordshire,2014
1054.0,Cambridge University Press,Heythrop College,2014
958.49,Cambridge University Press,University of Huddersfield,2014
21244.44,Cambridge University Press,University of Hull,2014
38503.0,Cambridge University Press,Imperial College London,2014
0.0,Cambridge University Press,Institute of Cancer Research,2014
4041.0,Cambridge University Press,"Institute of Education, University of London",2014
16176.0,Cambridge University Press,Keele University,2014
51146.0,Cambridge University Press,University of Kent,2014
30239.96,Cambridge University Press,King's College London,2014
10512.04,Cambridge University Press,Kingston University,2014
20418.0,Cambridge University Press,Lancaster University,2014
,Cambridge University Press,University of Leeds,2014
0.0,Cambridge University Press,Leeds College of Art,2014
0.0,Cambridge University Press,Leeds Beckett University (formerly Leeds Metropolitan University),2014
4099.57,Cambridge University Press,Leeds Trinity University,2014
0.0,Cambridge University Press,University of Leicester,2014
8418.0,Cambridge University Press,University of Lincoln,2014
33173.29,Cambridge University Press,University of Liverpool,2014
6679.89,Cambridge University Press,Liverpool Hope University,2014
,Cambridge University Press,Liverpool Institute for Performing Arts,2014
22250.7,Cambridge University Press,Liverpool John Moores University,2014
13625.0,Cambridge University Press,University of London (central),2014
1092.0,Cambridge University Press,London Business School,2014
,Cambridge University Press,London Metropolitan University,2014
22507.0,Cambridge University Press,London School of Economics,2014
9560.16,Cambridge University Press,London School of Hygiene and Tropical Medicine,2014
,Cambridge University Press,London South Bank University,2014
17175.0,Cambridge University Press,Loughborough University,2014
43139.03,Cambridge University Press,University of Manchester,2014
178.56,Cambridge University Press,Manchester Metropolitan University,2014
0.0,Cambridge University Press,Middlesex University,2014
4753.0,Cambridge University Press,Newcastle University,2014
2249.0,Cambridge University Press,Newman University,2014
5011.54,Cambridge University Press,University of Northampton,2014
16830.93,Cambridge University Press,Northumbria University,2014
0.0,Cambridge University Press,Norwich University of the Arts,2014
46683.09,Cambridge University Press,University of Nottingham,2014
2381.4,Cambridge University Press,Nottingham Trent University,2014
2088.0,Cambridge University Press,Open University,2014
42714.0,Cambridge University Press,University of Oxford,2014
27311.62,Cambridge University Press,Oxford Brookes University,2014
15641.0,Cambridge University Press,Plymouth University,2014
16010.0,Cambridge University Press,University of Portsmouth,2014
,Cambridge University Press,"Queen Margaret University, Edinburgh",2014
26133.4,Cambridge University Press,"Queen Mary, University of London",2014
36682.52,Cambridge University Press,Queen's University Belfast,2014
0.0,Cambridge University Press,Ravensbourne,2014
29053.29,Cambridge University Press,University of Reading,2014
2377.0,Cambridge University Press,Robert Gordon University,2014
7657.0,Cambridge University Press,University of Roehampton,2014
,Cambridge University Press,Rose Bruford College,2014
617.39,Cambridge University Press,Royal Academy of Music,2014
4326.47,Cambridge University Press,Royal Agricultural University,2014
0.0,Cambridge University Press,Royal College of Art,2014
,Cambridge University Press,Royal College of Music,2014
448.78,Cambridge University Press,Royal Conservatoire of Scotland,2014
24690.0,Cambridge University Press,"Royal Holloway, University of London",2014
1001.25,Cambridge University Press,Royal Northern College of Music,2014
4103.1,Cambridge University Press,Royal Veterinary College,2014
10970.41,Cambridge University Press,University of Salford,2014
35932.99,Cambridge University Press,School of Oriental and African Studies,2014
35088.14,Cambridge University Press,University of Sheffield,2014
0.0,Cambridge University Press,Sheffield Hallam University,2014
9923.0,Cambridge University Press,University of South Wales,2014
,Cambridge University Press,University of Southampton,2014
0.0,Cambridge University Press,Southampton Solent University,2014
164.0,Cambridge University Press,Staffordshire University,2014
,Cambridge University Press,Stranmillis Universiity College,2014
26379.76,Cambridge University Press,University of St Andrews,2014
5435.0,Cambridge University Press,St George's University of London,2014
2282.0,Cambridge University Press,University of St Mark and St John,2014
4107.0,Cambridge University Press,St Mary's University College,2014
10922.0,Cambridge University Press,University of Stirling,2014
15556.0,Cambridge University Press,University of Strathclyde,2014
,Cambridge University Press,University of Sunderland,2014
0.0,Cambridge University Press,University of Surrey,2014
39798.0,Cambridge University Press,University of Sussex,2014
21972.08,Cambridge University Press,Swansea University,2014
4023.16,Cambridge University Press,Teesside University,2014
1004.4,Cambridge University Press,Trinity Laban,2014
43693.17,Cambridge University Press,UCL,2014
2482.0,Cambridge University Press,University College Birmingham,2014
0.0,Cambridge University Press,University for the Creative Arts,2014
778.08,Cambridge University Press,University of the Arts London,2014
9273.8,Cambridge University Press,University of the Highlands and Islands,2014
26304.0,Cambridge University Press,University of the West of England,2014
4680.0,Cambridge University Press,University of the West of Scotland,2014
22131.11,Cambridge University Press,University of Ulster,2014
9044.0,Cambridge University Press,University of Wales Trinity St David,2014
41153.38,Cambridge University Press,University of Warwick,2014
0.0,Cambridge University Press,University of West London,2014
11754.0,Cambridge University Press,University of Westminster,2014
8371.03,Cambridge University Press,University of Winchester,2014
241.0,Cambridge University Press,University of Wolverhampton,2014
2567.47,Cambridge University Press,University of Worcester,2014
,Cambridge University Press,Writtle College,2014
34690.0,Cambridge University Press,University of York,2014
4657.0,Cambridge University Press,York St John University,2014
,Cambridge University Press,,2014
61915.0,Nature Publishing Group,University of Aberdeen,2010
0.0,Nature Publishing Group,Abertay University,2010
4893.0,Nature Publishing Group,Aberystwyth University,2010
3212.0,Nature Publishing Group,Anglia Ruskin University,2010
0.0,Nature Publishing Group,Arts University Bournemouth,2010
1208.0,Nature Publishing Group,Aston University,2010
15403.0,Nature Publishing Group,Bangor University,2010
63181.0,Nature Publishing Group,University of Bath,2010
,Nature Publishing Group,Bath Spa University,2010
6677.0,Nature Publishing Group,University of Bedfordshire,2010
7497.0,Nature Publishing Group,"Birkbeck, University of London",2010
79648.0,Nature Publishing Group,University of Birmingham,2010
0.0,Nature Publishing Group,Birmingham City University,2010
0.0,Nature Publishing Group,Bishop Grosseteste University,2010
1590.0,Nature Publishing Group,University of Bolton,2010
1546.0,Nature Publishing Group,Bournemouth University,2010
40326.0,Nature Publishing Group,University of Bradford,2010
,Nature Publishing Group,University of Brighton,2010
79483.0,Nature Publishing Group,University of Bristol,2010
41728.0,Nature Publishing Group,Brunel University,2010
,Nature Publishing Group,Buckinghamshire New University,2010
123517.0,Nature Publishing Group,University of Cambridge,2010
1590.0,Nature Publishing Group,Canterbury Christ Church University,2010
97699.0,Nature Publishing Group,Cardiff University,2010
,Nature Publishing Group,Cardiff Metropolitan University,2010
6520.0,Nature Publishing Group,University of Central Lancashire,2010
,Nature Publishing Group,Central School of Speech and Drama,2010
0.0,Nature Publishing Group,University of Chester,2010
0.0,Nature Publishing Group,University of Chichester,2010
829.0,Nature Publishing Group,City University London,2010
0.0,Nature Publishing Group,Courtauld Institute of Art,2010
0.0,Nature Publishing Group,Coventry University,2010
14424.0,Nature Publishing Group,Cranfield University,2010
0.0,Nature Publishing Group,University of Cumbria,2010
6985.0,Nature Publishing Group,De Montfort University,2010
1584.0,Nature Publishing Group,University of Derby,2010
37626.0,Nature Publishing Group,University of Dundee,2010
48194.0,Nature Publishing Group,Durham University,2010
47241.0,Nature Publishing Group,University of East Anglia,2010
,Nature Publishing Group,University of East London,2010
,Nature Publishing Group,Edge Hill University,2010
76131.0,Nature Publishing Group,University of Edinburgh,2010
5241.0,Nature Publishing Group,Edinburgh Napier University,2010
,Nature Publishing Group,University of Essex,2010
37215.0,Nature Publishing Group,University of Exeter,2010
0.0,Nature Publishing Group,Falmouth University,2010
100651.0,Nature Publishing Group,University of Glasgow,2010
15094.0,Nature Publishing Group,Glasgow Caledonian University,2010
0.0,Nature Publishing Group,University of Gloucestershire,2010
1741.0,Nature Publishing Group,Glyndŵr University,2010
