cost,publisher,university,year
2246.0,Taylor & Francis,Southampton Solent University,2014
4800.0,Taylor & Francis,Staffordshire University,2014
,Taylor & Francis,Stranmillis Universiity College,2014
179424.01,Taylor & Francis,University of St Andrews,2014
6143.0,Taylor & Francis,St George's University of London,2014
30501.0,Taylor & Francis,University of St Mark and St John,2014
32247.0,Taylor & Francis,St Mary's University College,2014
89219.0,Taylor & Francis,University of Stirling,2014
65286.0,Taylor & Francis,University of Strathclyde,2014
,Taylor & Francis,University of Sunderland,2014
20523.0,Taylor & Francis,University of Surrey,2014
134840.0,Taylor & Francis,University of Sussex,2014
105638.87,Taylor & Francis,Swansea University,2014
49809.45,Taylor & Francis,Teesside University,2014
912.0,Taylor & Francis,Trinity Laban,2014
237892.46,Taylor & Francis,UCL,2014
80971.0,Taylor & Francis,University College Birmingham,2014
0.0,Taylor & Francis,University for the Creative Arts,2014
1950.0,Taylor & Francis,University of the Arts London,2014
0.0,Taylor & Francis,University of the Highlands and Islands,2014
177221.0,Taylor & Francis,University of the West of England,2014
52432.0,Taylor & Francis,University of the West of Scotland,2014
160209.44,Taylor & Francis,University of Ulster,2014
92489.0,Taylor & Francis,University of Wales Trinity St David,2014
394259.0,Taylor & Francis,University of Warwick,2014
1420.0,Taylor & Francis,University of West London,2014
107081.0,Taylor & Francis,University of Westminster,2014
122583.15,Taylor & Francis,University of Winchester,2014
0.0,Taylor & Francis,University of Wolverhampton,2014
6840.0,Taylor & Francis,University of Worcester,2014
,Taylor & Francis,Writtle College,2014
160848.0,Taylor & Francis,University of York,2014
79157.0,Taylor & Francis,York St John University,2014
,Taylor & Francis,,2014
53143.59,Sage,University of Aberdeen,2010
0.0,Sage,Abertay University,2010
31338.93,Sage,Aberystwyth University,2010
27960.0,Sage,Anglia Ruskin University,2010
1752.0,Sage,Arts University Bournemouth,2010
104.5,Sage,Aston University,2010
44837.41,Sage,Bangor University,2010
61110.0,Sage,University of Bath,2010
299.63,Sage,Bath Spa University,2010
44155.59,Sage,University of Bedfordshire,2010
10134.0,Sage,"Birkbeck, University of London",2010
109148.93,Sage,University of Birmingham,2010
8605.7,Sage,Birmingham City University,2010
3592.0,Sage,Bishop Grosseteste University,2010
17947.51,Sage,University of Bolton,2010
56282.0,Sage,Bournemouth University,2010
375.31,Sage,University of Bradford,2010
47218.0,Sage,University of Brighton,2010
76316.0,Sage,University of Bristol,2010
61408.53,Sage,Brunel University,2010
,Sage,Buckinghamshire New University,2010
52565.0,Sage,University of Cambridge,2010
44691.99,Sage,Canterbury Christ Church University,2010
82393.0,Sage,Cardiff University,2010
24301.26,Sage,Cardiff Metropolitan University,2010
48818.15,Sage,University of Central Lancashire,2010
18.39,Sage,Central School of Speech and Drama,2010
0.0,Sage,University of Chester,2010
8730.1,Sage,University of Chichester,2010
67631.0,Sage,City University London,2010
310.08,Sage,Courtauld Institute of Art,2010
57910.2,Sage,Coventry University,2010
,Sage,Cranfield University,2010
10329.93,Sage,University of Cumbria,2010
31808.34,Sage,De Montfort University,2010
,Sage,University of Derby,2010
52625.83,Sage,University of Dundee,2010
52854.0,Sage,Durham University,2010
52740.0,Sage,University of East Anglia,2010
53277.41,Sage,University of East London,2010
,Sage,Edge Hill University,2010
103394.0,Sage,University of Edinburgh,2010
32757.18,Sage,Edinburgh Napier University,2010
,Sage,University of Essex,2010
61756.66,Sage,University of Exeter,2010
8272.0,Sage,Falmouth University,2010
76330.0,Sage,University of Glasgow,2010
60686.7,Sage,Glasgow Caledonian University,2010
,Sage,University of Gloucestershire,2010
8589.0,Sage,Glyndŵr University,2010
28318.01,Sage,"Goldsmiths, University of London",2010
0.0,Sage,University of Greenwich,2010
0.0,Sage,Harper Adams University,2010
12588.0,Sage,Heriot-Watt University,2010
,Sage,University of Hertfordshire,2010
393.0,Sage,Heythrop College,2010
,Sage,University of Huddersfield,2010
46841.44,Sage,University of Hull,2010
31994.0,Sage,Imperial College London,2010
0.0,Sage,Institute of Cancer Research,2010
26587.0,Sage,"Institute of Education, University of London",2010
31580.0,Sage,Keele University,2010
1505.0,Sage,University of Kent,2010
87740.54,Sage,King's College London,2010
10875.0,Sage,Kingston University,2010
66358.0,Sage,Lancaster University,2010
,Sage,University of Leeds,2010
442.91,Sage,Leeds College of Art,2010
50714.15,Sage,Leeds Beckett University (formerly Leeds Metropolitan University),2010
8347.3,Sage,Leeds Trinity University,2010
,Sage,University of Leicester,2010
39968.0,Sage,University of Lincoln,2010
77437.76,Sage,University of Liverpool,2010
22556.03,Sage,Liverpool Hope University,2010
,Sage,Liverpool Institute for Performing Arts,2010
65157.22,Sage,Liverpool John Moores University,2010
48588.0,Sage,University of London (central),2010
13183.0,Sage,London Business School,2010
,Sage,London Metropolitan University,2010
81944.0,Sage,London School of Economics,2010
22748.19,Sage,London School of Hygiene and Tropical Medicine,2010
,Sage,London South Bank University,2010
56525.0,Sage,Loughborough University,2010
73810.46,Sage,University of Manchester,2010
146873.0,Sage,Manchester Metropolitan University,2010
86664.0,Sage,Middlesex University,2010
11891.0,Sage,Newcastle University,2010
8771.0,Sage,Newman University,2010
27162.49,Sage,University of Northampton,2010
75181.82,Sage,Northumbria University,2010
,Sage,Norwich University of the Arts,2010
92838.59,Sage,University of Nottingham,2010
,Sage,Nottingham Trent University,2010
17217.0,Sage,Open University,2010
59633.0,Sage,University of Oxford,2010
75577.94,Sage,Oxford Brookes University,2010
15366.73,Sage,Plymouth University,2010
16759.75,Sage,University of Portsmouth,2010
22702.39,Sage,"Queen Margaret University, Edinburgh",2010
51432.55,Sage,"Queen Mary, University of London",2010
88072.56,Sage,Queen's University Belfast,2010
0.0,Sage,Ravensbourne,2010
20275.62,Sage,University of Reading,2010
28676.0,Sage,Robert Gordon University,2010
26780.0,Sage,University of Roehampton,2010
,Sage,Rose Bruford College,2010
0.0,Sage,Royal Academy of Music,2010
3361.77,Sage,Royal Agricultural University,2010
0.0,Sage,Royal College of Art,2010
,Sage,Royal College of Music,2010
0.0,Sage,Royal Conservatoire of Scotland,2010
27213.0,Sage,"Royal Holloway, University of London",2010
697.11,Sage,Royal Northern College of Music,2010
840.61,Sage,Royal Veterinary College,2010
56452.32,Sage,University of Salford,2010
1112.55,Sage,School of Oriental and African Studies,2010
81407.25,Sage,University of Sheffield,2010
0.0,Sage,Sheffield Hallam University,2010
69029.0,Sage,University of South Wales,2010
,Sage,University of Southampton,2010
0.0,Sage,Southampton Solent University,2010
0.0,Sage,Staffordshire University,2010
,Sage,Stranmillis Universiity College,2010
37603.77,Sage,University of St Andrews,2010
16740.0,Sage,St George's University of London,2010
13732.0,Sage,University of St Mark and St John,2010
7941.0,Sage,St Mary's University College,2010
33322.0,Sage,University of Stirling,2010
61696.0,Sage,University of Strathclyde,2010
0.0,Sage,University of Sunderland,2010
88.0,Sage,University of Surrey,2010
42512.0,Sage,University of Sussex,2010
49996.94,Sage,Swansea University,2010
63907.53,Sage,Teesside University,2010
403.98,Sage,Trinity Laban,2010
95087.71,Sage,UCL,2010
,Sage,University College Birmingham,2010
0.0,Sage,University for the Creative Arts,2010
,Sage,University of the Arts London,2010
0.0,Sage,University of the Highlands and Islands,2010
60238.0,Sage,University of the West of England,2010
23442.0,Sage,University of the West of Scotland,2010
67329.18,Sage,University of Ulster,2010
21379.0,Sage,University of Wales Trinity St David,2010
67814.0,Sage,University of Warwick,2010
4729.0,Sage,University of West London,2010
54227.0,Sage,University of Westminster,2010
23443.72,Sage,University of Winchester,2010
1545.0,Sage,University of Wolverhampton,2010
508.66,Sage,University of Worcester,2010
,Sage,Writtle College,2010
64431.0,Sage,University of York,2010
16485.0,Sage,York St John University,2010
,Sage,,2010
55518.38,Sage,University of Aberdeen,2011
0.0,Sage,Abertay University,2011
34020.77,Sage,Aberystwyth University,2011
24780.0,Sage,Anglia Ruskin University,2011
1575.7,Sage,Arts University Bournemouth,2011
271.94,Sage,Aston University,2011
52773.33,Sage,Bangor University,2011
71733.0,Sage,University of Bath,2011
357.97,Sage,Bath Spa University,2011
50208.17,Sage,University of Bedfordshire,2011
10870.0,Sage,"Birkbeck, University of London",2011
116435.25,Sage,University of Birmingham,2011
9035.99,Sage,Birmingham City University,2011
4557.0,Sage,Bishop Grosseteste University,2011
19805.37,Sage,University of Bolton,2011
58823.0,Sage,Bournemouth University,2011
0.0,Sage,University of Bradford,2011
49994.0,Sage,University of Brighton,2011
114102.0,Sage,University of Bristol,2011
74695.81,Sage,Brunel University,2011
,Sage,Buckinghamshire New University,2011
56904.0,Sage,University of Cambridge,2011
93178.85,Sage,Canterbury Christ Church University,2011
108827.0,Sage,Cardiff University,2011
25070.44,Sage,Cardiff Metropolitan University,2011
50408.42,Sage,University of Central Lancashire,2011
0.0,Sage,Central School of Speech and Drama,2011
0.0,Sage,University of Chester,2011
9452.44,Sage,University of Chichester,2011
71762.0,Sage,City University London,2011
329.31,Sage,Courtauld Institute of Art,2011
59983.98,Sage,Coventry University,2011
18833.28,Sage,Cranfield University,2011
11345.23,Sage,University of Cumbria,2011
34412.49,Sage,De Montfort University,2011
,Sage,University of Derby,2011
57542.07,Sage,University of Dundee,2011
81794.0,Sage,Durham University,2011
56837.0,Sage,University of East Anglia,2011
54344.05,Sage,University of East London,2011
,Sage,Edge Hill University,2011
115169.0,Sage,University of Edinburgh,2011
36032.31,Sage,Edinburgh Napier University,2011
,Sage,University of Essex,2011
80013.17,Sage,University of Exeter,2011
9505.0,Sage,Falmouth University,2011
86641.0,Sage,University of Glasgow,2011
65542.45,Sage,Glasgow Caledonian University,2011
966.84,Sage,University of Gloucestershire,2011
7310.0,Sage,Glyndŵr University,2011
30039.48,Sage,"Goldsmiths, University of London",2011
0.0,Sage,University of Greenwich,2011
0.0,Sage,Harper Adams University,2011
20899.0,Sage,Heriot-Watt University,2011
,Sage,University of Hertfordshire,2011
413.0,Sage,Heythrop College,2011
0.0,Sage,University of Huddersfield,2011
53406.91,Sage,University of Hull,2011
51152.0,Sage,Imperial College London,2011
0.0,Sage,Institute of Cancer Research,2011
28205.0,Sage,"Institute of Education, University of London",2011
35086.0,Sage,Keele University,2011
6339.0,Sage,University of Kent,2011
107632.13,Sage,King's College London,2011
10679.21,Sage,Kingston University,2011
71328.0,Sage,Lancaster University,2011
,Sage,University of Leeds,2011
468.94,Sage,Leeds College of Art,2011
49872.98,Sage,Leeds Beckett University (formerly Leeds Metropolitan University),2011
9143.95,Sage,Leeds Trinity University,2011
,Sage,University of Leicester,2011
42357.0,Sage,University of Lincoln,2011
83175.86,Sage,University of Liverpool,2011
23380.89,Sage,Liverpool Hope University,2011
,Sage,Liverpool Institute for Performing Arts,2011
68424.02,Sage,Liverpool John Moores University,2011
41134.0,Sage,University of London (central),2011
13896.0,Sage,London Business School,2011
,Sage,London Metropolitan University,2011
94451.0,Sage,London School of Economics,2011
10814.95,Sage,London School of Hygiene and Tropical Medicine,2011
40611.0,Sage,London South Bank University,2011
59313.0,Sage,Loughborough University,2011
67054.07,Sage,University of Manchester,2011
37250.16,Sage,Manchester Metropolitan University,2011
889.0,Sage,Middlesex University,2011
12049.0,Sage,Newcastle University,2011
8372.0,Sage,Newman University,2011
28201.69,Sage,University of Northampton,2011
89013.87,Sage,Northumbria University,2011
589.0,Sage,Norwich University of the Arts,2011
99991.96,Sage,University of Nottingham,2011
,Sage,Nottingham Trent University,2011
90844.0,Sage,Open University,2011
78471.0,Sage,University of Oxford,2011
78871.91,Sage,Oxford Brookes University,2011
64985.0,Sage,Plymouth University,2011
3391.3,Sage,University of Portsmouth,2011
19462.66,Sage,"Queen Margaret University, Edinburgh",2011
53966.76,Sage,"Queen Mary, University of London",2011
92666.07,Sage,Queen's University Belfast,2011
0.0,Sage,Ravensbourne,2011
23488.62,Sage,University of Reading,2011
30249.0,Sage,Robert Gordon University,2011
28161.0,Sage,University of Roehampton,2011
,Sage,Rose Bruford College,2011
0.0,Sage,Royal Academy of Music,2011
3574.74,Sage,Royal Agricultural University,2011
0.0,Sage,Royal College of Art,2011
,Sage,Royal College of Music,2011
0.0,Sage,Royal Conservatoire of Scotland,2011
33004.0,Sage,"Royal Holloway, University of London",2011
739.42,Sage,Royal Northern College of Music,2011
1006.05,Sage,Royal Veterinary College,2011
67564.28,Sage,University of Salford,2011
367.88,Sage,School of Oriental and African Studies,2011
88266.21,Sage,University of Sheffield,2011
909.57,Sage,Sheffield Hallam University,2011
78828.0,Sage,University of South Wales,2011
,Sage,University of Southampton,2011
0.0,Sage,Southampton Solent University,2011
398.0,Sage,Staffordshire University,2011
,Sage,Stranmillis Universiity College,2011
46504.19,Sage,University of St Andrews,2011
17297.0,Sage,St George's University of London,2011
11671.0,Sage,University of St Mark and St John,2011
13005.0,Sage,St Mary's University College,2011
36275.0,Sage,University of Stirling,2011
67682.0,Sage,University of Strathclyde,2011
0.0,Sage,University of Sunderland,2011
90.0,Sage,University of Surrey,2011
51962.0,Sage,University of Sussex,2011
63031.45,Sage,Swansea University,2011
69733.76,Sage,Teesside University,2011
431.33,Sage,Trinity Laban,2011
99152.48,Sage,UCL,2011
47924.0,Sage,University College Birmingham,2011
0.0,Sage,University for the Creative Arts,2011
10030.0,Sage,University of the Arts London,2011
0.0,Sage,University of the Highlands and Islands,2011
